,Unnamed: 0,user_id,original_image,face_id,age,gender,x,y,dx,dy,tilt_ang,fiducial_yaw_angle,fiducial_score,path,f
2437,2437,29671106@N00,9202489886_78c0e6f5fa_o.jpg,186,"(0, 2)",u,1399,43,414,414,185,30,76,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.186.9202489886_78c0e6f5fa_o.jpg,1
2438,2438,29671106@N00,9202489886_78c0e6f5fa_o.jpg,189,"(38, 43)",f,1675,1912,312,312,200,0,46,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.189.9202489886_78c0e6f5fa_o.jpg,1
2439,2439,29671106@N00,9202466468_3f84b3e515_o.jpg,199,"(38, 43)",f,517,645,498,497,10,0,119,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.199.9202466468_3f84b3e515_o.jpg,1
2440,2440,29671106@N00,9060949218_d29ccc505a_o.jpg,188,"(38, 43)",m,379,476,1198,1199,-95,0,33,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.188.9060949218_d29ccc505a_o.jpg,1
2441,2441,29671106@N00,11422890853_0e369b5b98_o.jpg,186,"(0, 2)",u,352,60,2486,2388,-95,30,97,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.186.11422890853_0e369b5b98_o.jpg,1
2442,2442,29671106@N00,9511045361_6bcb806697_o.jpg,186,"(0, 2)",u,835,216,445,460,190,-15,18,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.186.9511045361_6bcb806697_o.jpg,1
2443,2443,29671106@N00,11192980785_38c95367a7_o.jpg,188,"(38, 43)",m,1808,782,275,274,-90,0,137,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.188.11192980785_38c95367a7_o.jpg,1
2444,2444,29671106@N00,11467741284_e5cdfe5017_o.jpg,186,"(0, 2)",u,839,285,1766,1766,0,0,32,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.186.11467741284_e5cdfe5017_o.jpg,1
2445,2445,29671106@N00,10063429003_92bcf955d0_o.jpg,188,"(38, 43)",m,482,1007,536,535,-95,0,89,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.188.10063429003_92bcf955d0_o.jpg,1
2446,2446,29671106@N00,11506288685_2e47242bdc_o.jpg,187,"(8, 12)",f,1502,1600,389,389,-100,0,71,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.187.11506288685_2e47242bdc_o.jpg,1
2447,2447,29671106@N00,11506288685_2e47242bdc_o.jpg,186,"(0, 2)",u,1780,545,274,274,-95,15,44,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.186.11506288685_2e47242bdc_o.jpg,1
2448,2448,29671106@N00,11470887153_b92af81978_o.jpg,186,"(0, 2)",u,808,384,1402,1402,-5,0,66,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.186.11470887153_b92af81978_o.jpg,1
2449,2449,29671106@N00,11018078265_0a27024c47_o.jpg,188,"(38, 43)",m,761,82,765,765,-5,-45,86,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.188.11018078265_0a27024c47_o.jpg,1
2450,2450,29671106@N00,11018078265_0a27024c47_o.jpg,186,"(0, 2)",u,1486,545,753,752,-10,-30,130,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.186.11018078265_0a27024c47_o.jpg,1
2451,2451,29671106@N00,9266657385_1846e481d4_o.jpg,186,"(0, 2)",u,355,202,1893,1893,-80,-15,22,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.186.9266657385_1846e481d4_o.jpg,1
2452,2452,29671106@N00,11560306855_07b3378f6d_o.jpg,186,"(0, 2)",u,1571,1152,657,656,-85,0,123,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.186.11560306855_07b3378f6d_o.jpg,1
2453,2453,29671106@N00,11192887686_0ba6d0d4de_o.jpg,192,"(8, 12)",f,1869,1627,408,408,180,0,50,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.192.11192887686_0ba6d0d4de_o.jpg,1
2454,2454,29671106@N00,11192887686_0ba6d0d4de_o.jpg,197,"(8, 12)",m,524,1922,376,376,180,30,94,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.197.11192887686_0ba6d0d4de_o.jpg,1
2455,2455,29671106@N00,11192887686_0ba6d0d4de_o.jpg,191,"(8, 12)",f,991,1778,370,370,185,0,72,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.191.11192887686_0ba6d0d4de_o.jpg,1
2456,2456,29671106@N00,11192887686_0ba6d0d4de_o.jpg,194,"(4, 6)",f,1775,1290,331,332,165,30,80,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.194.11192887686_0ba6d0d4de_o.jpg,1
2457,2457,29671106@N00,11192887686_0ba6d0d4de_o.jpg,195,"(4, 6)",f,2199,1652,319,319,185,0,73,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.195.11192887686_0ba6d0d4de_o.jpg,1
2458,2458,29671106@N00,11192887686_0ba6d0d4de_o.jpg,193,"(4, 6)",m,2725,1337,299,299,165,30,65,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.193.11192887686_0ba6d0d4de_o.jpg,1
2459,2459,29671106@N00,11193039014_f9b9f0faec_o.jpg,186,"(0, 2)",u,774,911,988,988,5,0,152,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.186.11193039014_f9b9f0faec_o.jpg,1
2460,2460,29671106@N00,10093430975_a5d1558814_o.jpg,186,"(0, 2)",u,258,519,1734,1734,-70,0,125,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.186.10093430975_a5d1558814_o.jpg,1
2461,2461,29671106@N00,10230512805_09868b9d6e_o.jpg,186,"(0, 2)",u,635,704,797,797,-110,-15,48,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.186.10230512805_09868b9d6e_o.jpg,1
2462,2462,29671106@N00,8964471936_917008b73b_o.jpg,188,"(38, 43)",m,997,66,332,332,5,0,121,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.188.8964471936_917008b73b_o.jpg,1
2463,2463,29671106@N00,9199699551_82fb59eae0_o.jpg,189,"(38, 43)",f,1581,38,612,612,20,0,65,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.189.9199699551_82fb59eae0_o.jpg,1
2464,2464,29671106@N00,8084101274_af9a4118f9_o.jpg,188,"(38, 43)",m,0,230,550,641,-20,-15,29,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.188.8084101274_af9a4118f9_o.jpg,1
2465,2465,29671106@N00,8084101274_af9a4118f9_o.jpg,189,"(38, 43)",f,338,377,612,613,-20,45,34,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.189.8084101274_af9a4118f9_o.jpg,1
2466,2466,29671106@N00,11192906446_8eaf3d55c0_o.jpg,191,"(8, 12)",f,597,1624,338,337,180,0,91,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.191.11192906446_8eaf3d55c0_o.jpg,1
2467,2467,29671106@N00,11192906446_8eaf3d55c0_o.jpg,192,"(8, 12)",f,1941,1461,338,338,185,15,21,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.192.11192906446_8eaf3d55c0_o.jpg,1
2468,2468,29671106@N00,11192906446_8eaf3d55c0_o.jpg,197,"(8, 12)",m,294,1764,325,325,180,30,80,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.197.11192906446_8eaf3d55c0_o.jpg,1
2469,2469,29671106@N00,11192906446_8eaf3d55c0_o.jpg,195,"(4, 6)",f,2451,1496,306,306,195,0,96,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.195.11192906446_8eaf3d55c0_o.jpg,1
2470,2470,29671106@N00,11192906446_8eaf3d55c0_o.jpg,187,"(8, 12)",f,1466,1628,299,300,180,0,93,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.187.11192906446_8eaf3d55c0_o.jpg,1
2471,2471,29671106@N00,11192906446_8eaf3d55c0_o.jpg,193,"(4, 6)",m,2744,1131,287,287,175,0,9,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.193.11192906446_8eaf3d55c0_o.jpg,1
2472,2472,29671106@N00,11192906446_8eaf3d55c0_o.jpg,194,"(4, 6)",f,1741,1255,281,281,175,0,107,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.194.11192906446_8eaf3d55c0_o.jpg,1
2473,2473,29671106@N00,9339909512_fb12931a36_o.jpg,193,"(4, 6)",m,1356,694,357,357,-85,45,89,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.193.9339909512_fb12931a36_o.jpg,1
2474,2474,29671106@N00,10211545816_3b523bfd6c_o.jpg,186,"(0, 2)",u,1569,465,1620,1619,200,45,7,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.186.10211545816_3b523bfd6c_o.jpg,1
2475,2475,29671106@N00,9118900433_be0f74e421_o.jpg,188,"(38, 43)",m,192,1177,510,510,-95,0,117,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.188.9118900433_be0f74e421_o.jpg,1
2476,2476,29671106@N00,9118900433_be0f74e421_o.jpg,189,"(38, 43)",f,631,753,465,466,-95,0,69,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.189.9118900433_be0f74e421_o.jpg,1
2477,2477,29671106@N00,9058776245_c4cc788bfe_o.jpg,188,"(38, 43)",m,769,224,1288,1288,0,-45,29,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.188.9058776245_c4cc788bfe_o.jpg,1
2478,2478,29671106@N00,9477338598_e33f581c4c_o.jpg,186,"(0, 2)",u,462,677,2027,1771,-115,30,9,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.186.9477338598_e33f581c4c_o.jpg,1
2479,2479,29671106@N00,11460961003_53b8543e4d_o.jpg,186,"(0, 2)",u,140,81,2473,2367,-95,0,57,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.186.11460961003_53b8543e4d_o.jpg,1
2480,2480,29671106@N00,11458452686_866536f9e4_o.jpg,186,"(0, 2)",u,1957,777,828,829,0,0,6,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.186.11458452686_866536f9e4_o.jpg,1
2481,2481,29671106@N00,10217948535_ea68d06a7d_o.jpg,186,"(0, 2)",u,1176,336,1256,1256,5,0,161,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.186.10217948535_ea68d06a7d_o.jpg,1
2482,2482,29671106@N00,11560333684_1bf58b1d0a_o.jpg,186,"(0, 2)",u,1122,959,573,574,20,0,100,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.186.11560333684_1bf58b1d0a_o.jpg,1
2483,2483,29671106@N00,9096093842_1eb9a70a33_o.jpg,186,"(0, 2)",u,1110,444,2034,2004,-90,0,25,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.186.9096093842_1eb9a70a33_o.jpg,1
2484,2484,29671106@N00,8243117230_f372cff39b_o.jpg,188,"(38, 43)",m,820,302,491,491,0,0,127,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.188.8243117230_f372cff39b_o.jpg,1
2485,2485,29671106@N00,11417586024_d78d8883af_o.jpg,186,"(0, 2)",u,712,337,1995,1996,-90,0,59,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.186.11417586024_d78d8883af_o.jpg,1
2486,2486,29671106@N00,9337120965_fc6e880966_o.jpg,193,"(4, 6)",m,843,996,299,299,-90,0,117,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.193.9337120965_fc6e880966_o.jpg,1
2487,2487,29671106@N00,8940988566_fef6af9ac2_o.jpg,186,"(0, 2)",u,502,362,640,640,-90,0,37,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.186.8940988566_fef6af9ac2_o.jpg,1
2488,2488,29671106@N00,9619563954_814aac4090_o.jpg,186,"(0, 2)",u,961,643,1612,1613,5,0,51,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.186.9619563954_814aac4090_o.jpg,1
2489,2489,29671106@N00,11464258506_119d6c7740_o.jpg,186,"(0, 2)",u,63,0,2767,2448,-100,0,83,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.186.11464258506_119d6c7740_o.jpg,1
2490,2490,29671106@N00,11504722614_245ab826c9_o.jpg,186,"(0, 2)",u,570,548,1632,1632,-110,-45,87,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.186.11504722614_245ab826c9_o.jpg,1
2491,2491,29671106@N00,11470616856_0a88ea01b3_o.jpg,186,"(0, 2)",u,808,384,1402,1402,-5,0,66,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.186.11470616856_0a88ea01b3_o.jpg,1
2492,2492,29671106@N00,11560429733_c785cfcbae_o.jpg,186,"(0, 2)",u,1125,897,580,580,15,0,137,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.186.11560429733_c785cfcbae_o.jpg,1
2493,2493,29671106@N00,10063425853_70a0fb4eec_o.jpg,188,"(38, 43)",m,266,1230,548,548,-95,0,62,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.188.10063425853_70a0fb4eec_o.jpg,1
2494,2494,29671106@N00,11018176156_bd0dcb6227_o.jpg,188,"(38, 43)",m,878,1453,771,771,-90,-45,23,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.188.11018176156_bd0dcb6227_o.jpg,1
2495,2495,29671106@N00,11193045946_fb622cef43_o.jpg,186,"(0, 2)",u,784,937,765,765,-5,0,165,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.186.11193045946_fb622cef43_o.jpg,1
2496,2496,29671106@N00,9477326926_be8f43a00e_o.jpg,186,"(0, 2)",u,538,441,1747,1747,-75,0,54,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.186.9477326926_be8f43a00e_o.jpg,1
2497,2497,29671106@N00,9477327666_45cf982584_o.jpg,186,"(0, 2)",u,615,557,1651,1651,-75,0,85,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.186.9477327666_45cf982584_o.jpg,1
2498,2498,29671106@N00,9346015321_20b01d0a9d_o.jpg,186,"(0, 2)",u,1582,1042,905,905,-85,0,27,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.186.9346015321_20b01d0a9d_o.jpg,1
2499,2499,29671106@N00,11471908766_74071caf03_o.jpg,186,"(0, 2)",u,326,718,1046,1046,-100,0,163,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.186.11471908766_74071caf03_o.jpg,1
2500,2500,29671106@N00,11457213646_935a00474d_o.jpg,186,"(0, 2)",u,52,0,604,513,-85,-45,24,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.186.11457213646_935a00474d_o.jpg,1
2501,2501,29671106@N00,9628766099_1f46c7d3a9_o.jpg,186,"(0, 2)",u,951,400,784,784,-85,-30,108,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.186.9628766099_1f46c7d3a9_o.jpg,1
2502,2502,29671106@N00,9339794738_f125b816d8_o.jpg,189,"(38, 43)",f,793,874,274,275,20,0,40,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.189.9339794738_f125b816d8_o.jpg,1
2503,2503,29671106@N00,9339794738_f125b816d8_o.jpg,188,"(38, 43)",m,2454,924,255,255,10,0,14,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.188.9339794738_f125b816d8_o.jpg,1
2504,2504,29671106@N00,11506351964_98fa0eaeb3_o.jpg,187,"(8, 12)",f,1716,1601,395,395,-100,0,74,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.187.11506351964_98fa0eaeb3_o.jpg,1
2505,2505,29671106@N00,11506351964_98fa0eaeb3_o.jpg,186,"(0, 2)",u,2057,715,281,281,-75,15,68,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.186.11506351964_98fa0eaeb3_o.jpg,1
2506,2506,29671106@N00,8084102382_a0b89ce7d8_o.jpg,189,"(38, 43)",f,336,441,1115,1116,0,-15,63,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.189.8084102382_a0b89ce7d8_o.jpg,1
2507,2507,29671106@N00,8084102382_a0b89ce7d8_o.jpg,202,"(48, 53)",f,1072,486,969,969,20,0,75,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.202.8084102382_a0b89ce7d8_o.jpg,1
2508,2508,29671106@N00,10211414664_1bb364146b_o.jpg,186,"(0, 2)",u,277,116,1925,1925,175,-30,80,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.186.10211414664_1bb364146b_o.jpg,1
2509,2509,29671106@N00,11466944713_2738522233_o.jpg,186,"(0, 2)",u,540,272,1224,1224,-15,0,143,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.186.11466944713_2738522233_o.jpg,1
2510,2510,29671106@N00,11018164906_3e392dc01b_o.jpg,186,"(0, 2)",u,1537,505,785,784,-5,0,136,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.186.11018164906_3e392dc01b_o.jpg,1
2511,2511,29671106@N00,11018164906_3e392dc01b_o.jpg,188,"(38, 43)",m,854,159,688,688,0,-45,76,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.188.11018164906_3e392dc01b_o.jpg,1
2512,2512,29671106@N00,10217981476_df449184a2_o.jpg,186,"(0, 2)",u,1114,565,1593,1594,-5,0,93,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.186.10217981476_df449184a2_o.jpg,1
2513,2513,29671106@N00,9333921071_32f5105447_o.jpg,186,"(0, 2)",u,473,584,1364,1365,-75,-30,96,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.186.9333921071_32f5105447_o.jpg,1
2514,2514,29671106@N00,11472033983_db612825b0_o.jpg,186,"(0, 2)",u,326,718,1046,1046,-100,0,163,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.186.11472033983_db612825b0_o.jpg,1
2515,2515,29671106@N00,10339476126_b0c6dab60b_o.jpg,186,"(0, 2)",u,545,455,1734,1734,-100,15,40,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.186.10339476126_b0c6dab60b_o.jpg,1
2516,2516,29671106@N00,10211151425_32bb288ca0_o.jpg,186,"(0, 2)",u,514,510,689,688,-85,0,156,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.186.10211151425_32bb288ca0_o.jpg,1
2517,2517,29671106@N00,11192913354_9b4deea81d_o.jpg,198,"(8, 12)",m,94,1584,382,382,190,0,32,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.198.11192913354_9b4deea81d_o.jpg,1
2518,2518,29671106@N00,11192913354_9b4deea81d_o.jpg,195,"(4, 6)",f,2264,1448,338,338,200,0,48,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.195.11192913354_9b4deea81d_o.jpg,1
2519,2519,29671106@N00,11192913354_9b4deea81d_o.jpg,191,"(8, 12)",f,551,1659,338,337,180,30,91,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.191.11192913354_9b4deea81d_o.jpg,1
2520,2520,29671106@N00,11192913354_9b4deea81d_o.jpg,192,"(8, 12)",f,1794,1522,332,331,175,0,57,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.192.11192913354_9b4deea81d_o.jpg,1
2521,2521,29671106@N00,11192913354_9b4deea81d_o.jpg,197,"(8, 12)",m,769,1832,300,300,180,30,108,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.197.11192913354_9b4deea81d_o.jpg,1
2522,2522,29671106@N00,11192913354_9b4deea81d_o.jpg,187,"(8, 12)",f,1365,1683,294,293,170,0,130,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.187.11192913354_9b4deea81d_o.jpg,1
2523,2523,29671106@N00,11192913354_9b4deea81d_o.jpg,194,"(4, 6)",f,1579,1351,293,293,185,15,99,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.194.11192913354_9b4deea81d_o.jpg,1
2524,2524,29671106@N00,11192913354_9b4deea81d_o.jpg,193,"(4, 6)",m,2658,1166,287,287,170,15,69,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.193.11192913354_9b4deea81d_o.jpg,1
2525,2525,29671106@N00,11192913354_9b4deea81d_o.jpg,186,"(0, 2)",u,737,1541,275,274,165,0,16,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.186.11192913354_9b4deea81d_o.jpg,1
2526,2526,29671106@N00,9404488788_2a7b625cb4_o.jpg,186,"(0, 2)",u,135,74,1728,1728,5,0,6,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.186.9404488788_2a7b625cb4_o.jpg,1
2527,2527,29671106@N00,11193010864_d173f08996_o.jpg,188,"(38, 43)",m,1684,779,242,242,-70,0,108,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.188.11193010864_d173f08996_o.jpg,1
2528,2528,29671106@N00,11471199525_38082bc0bb_o.jpg,186,"(0, 2)",u,808,384,1402,1402,-5,0,66,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.186.11471199525_38082bc0bb_o.jpg,1
2529,2529,29671106@N00,11560421926_5427201828_o.jpg,186,"(0, 2)",u,202,1037,1345,1345,-105,-15,80,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.186.11560421926_5427201828_o.jpg,1
2530,2530,29671106@N00,9061024300_51cefc06ea_o.jpg,186,"(0, 2)",u,0,0,3264,2448,-105,15,40,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.186.9061024300_51cefc06ea_o.jpg,1
2531,2531,29671106@N00,9061025784_093a163dfe_o.jpg,186,"(0, 2)",u,98,0,3060,2448,-105,0,70,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.186.9061025784_093a163dfe_o.jpg,1
2532,2532,29671106@N00,10211400334_6cc0ed2bbe_o.jpg,186,"(0, 2)",u,1131,530,1237,1237,170,0,101,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.186.10211400334_6cc0ed2bbe_o.jpg,1
2533,2533,29671106@N00,11506357556_c8874b4460_o.jpg,187,"(8, 12)",f,1646,1421,459,459,-95,0,95,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.187.11506357556_c8874b4460_o.jpg,1
2534,2534,29671106@N00,11506357556_c8874b4460_o.jpg,186,"(0, 2)",u,1938,624,299,300,-70,0,65,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.186.11506357556_c8874b4460_o.jpg,1
2535,2535,29671106@N00,11417603844_8ddbd274a1_o.jpg,186,"(0, 2)",u,190,102,588,588,-100,15,133,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.186.11417603844_8ddbd274a1_o.jpg,1
2536,2536,29671106@N00,9202505586_28502bca66_o.jpg,186,"(0, 2)",u,1327,312,1135,1135,10,0,7,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.186.9202505586_28502bca66_o.jpg,1
2537,2537,29671106@N00,9202542830_775911f06d_o.jpg,186,"(0, 2)",u,31,0,2805,2448,-70,0,42,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.186.9202542830_775911f06d_o.jpg,1
2538,2538,29671106@N00,9118902965_7f2957a606_o.jpg,188,"(38, 43)",m,1335,492,459,459,5,0,140,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.188.9118902965_7f2957a606_o.jpg,1
2539,2539,29671106@N00,9118902965_7f2957a606_o.jpg,189,"(38, 43)",f,1734,886,420,420,-5,0,75,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.189.9118902965_7f2957a606_o.jpg,1
2540,2540,29671106@N00,10230490855_03eabaa3fb_o.jpg,186,"(0, 2)",u,988,600,631,631,-90,-30,35,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.186.10230490855_03eabaa3fb_o.jpg,1
2541,2541,29671106@N00,10211477226_98ff9c0025_o.jpg,186,"(0, 2)",u,1208,870,1077,1077,180,0,95,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.186.10211477226_98ff9c0025_o.jpg,1
2542,2542,29671106@N00,10211080924_6331b50fe2_o.jpg,186,"(0, 2)",u,511,471,950,950,-75,30,119,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.186.10211080924_6331b50fe2_o.jpg,1
2543,2543,29671106@N00,11192901646_bbbb39b24a_o.jpg,198,"(8, 12)",m,207,1568,382,382,185,0,32,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.198.11192901646_bbbb39b24a_o.jpg,1
2544,2544,29671106@N00,11192901646_bbbb39b24a_o.jpg,191,"(8, 12)",f,809,1654,370,370,180,15,86,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.191.11192901646_bbbb39b24a_o.jpg,1
2545,2545,29671106@N00,11192901646_bbbb39b24a_o.jpg,197,"(8, 12)",m,525,1786,345,344,180,0,102,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.197.11192901646_bbbb39b24a_o.jpg,1
2546,2546,29671106@N00,11192901646_bbbb39b24a_o.jpg,195,"(4, 6)",f,2349,1555,318,319,180,0,109,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.195.11192901646_bbbb39b24a_o.jpg,1
2547,2547,29671106@N00,11192901646_bbbb39b24a_o.jpg,186,"(0, 2)",u,2098,1603,313,312,175,0,90,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.186.11192901646_bbbb39b24a_o.jpg,1
2548,2548,29671106@N00,11192901646_bbbb39b24a_o.jpg,187,"(8, 12)",f,1440,1692,306,306,180,0,110,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.187.11192901646_bbbb39b24a_o.jpg,1
2549,2549,29671106@N00,11192901646_bbbb39b24a_o.jpg,193,"(4, 6)",m,2718,1238,287,287,175,0,77,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.193.11192901646_bbbb39b24a_o.jpg,1
2550,2550,29671106@N00,11421926966_e5c0604aec_o.jpg,186,"(0, 2)",u,551,425,1434,1434,-85,0,139,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.186.11421926966_e5c0604aec_o.jpg,1
2551,2551,29671106@N00,9474544817_4e53d36194_o.jpg,186,"(0, 2)",u,0,0,2722,2448,5,0,85,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.186.9474544817_4e53d36194_o.jpg,1
2552,2552,29671106@N00,9395339077_c31cf1f9a5_o.jpg,186,"(0, 2)",u,1265,1091,561,561,-115,15,36,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.186.9395339077_c31cf1f9a5_o.jpg,1
2553,2553,29671106@N00,9395359237_f024196458_o.jpg,186,"(0, 2)",u,337,1125,861,860,-85,30,69,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.186.9395359237_f024196458_o.jpg,1
2554,2554,29671106@N00,11418585284_c1b68d2fba_o.jpg,186,"(0, 2)",u,226,0,3022,2448,-90,15,76,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.186.11418585284_c1b68d2fba_o.jpg,1
2555,2555,29671106@N00,9269433624_7cbbf83705_o.jpg,186,"(0, 2)",u,329,102,2761,2346,-105,15,19,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.186.9269433624_7cbbf83705_o.jpg,1
2556,2556,29671106@N00,11504779063_5c427697cc_o.jpg,186,"(0, 2)",u,787,878,1517,1517,-115,0,75,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.186.11504779063_5c427697cc_o.jpg,1
2557,2557,29671106@N00,9199703119_e4a453e72e_o.jpg,203,"(38, 43)",f,2049,1612,618,619,185,0,100,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.203.9199703119_e4a453e72e_o.jpg,1
2558,2558,29671106@N00,9199703119_e4a453e72e_o.jpg,189,"(38, 43)",f,1122,1364,612,612,200,0,88,./Dataset-copy/aligned/29671106@N00/landmark_aligned_face.189.9199703119_e4a453e72e_o.jpg,1
